i,j,price,amplitude,lower_bound,upper_bound
stor_Shasta.2016-06-30 00:00:00,stor_Shasta.2016-07-31 00:00:00,815.591220982,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-06-30 00:00:00,flow_Shasta.2016-06-30 00:00:00,6633.96839908,1.0,0.0,4106.65280227
stor_Shasta.2016-06-30 00:00:00,spill_Shasta.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-06-30 00:00:00,flow_Shasta.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-06-30 00:00:00,stor_Keswick.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-06-30 00:00:00,stor_Keswick.2016-06-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-06-30 00:00:00,stor_Keswick.2016-07-31 00:00:00,59483.0814726,1.0,0.0,29.35686722
stor_Keswick.2016-06-30 00:00:00,flow_Keswick.2016-06-30 00:00:00,791.392997015,1.0,0.0,4414.56122045
stor_Keswick.2016-06-30 00:00:00,spill_Keswick.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-06-30 00:00:00,flow_Keswick.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-06-30 00:00:00,DELTA.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-06-30 00:00:00,stor_Folsom.2016-06-30 00:00:00,0.0,1.0,194.204684217,194.204684217
stor_Folsom.2016-06-30 00:00:00,stor_Folsom.2016-07-31 00:00:00,1459.16285311,0.998749063,111.013367,1202.644809
stor_Folsom.2016-06-30 00:00:00,flow_Folsom.2016-06-30 00:00:00,4524.17705732,1.0,0.0,2874.3837863
stor_Folsom.2016-06-30 00:00:00,spill_Folsom.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-06-30 00:00:00,flow_Folsom.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-06-30 00:00:00,stor_Nimbus.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-06-30 00:00:00,stor_Nimbus.2016-06-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-06-30 00:00:00,stor_Nimbus.2016-07-31 00:00:00,43716.8479748,1.0,0.0,10.85464056
stor_Nimbus.2016-06-30 00:00:00,flow_Nimbus.2016-06-30 00:00:00,371.318434194,1.0,0.0,2881.62115834
stor_Nimbus.2016-06-30 00:00:00,spill_Nimbus.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-06-30 00:00:00,flow_Nimbus.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-06-30 00:00:00,DELTA.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-06-30 00:00:00,stor_New Melones.2016-06-30 00:00:00,0.0,1.0,129.896445076,129.896445076
stor_New Melones.2016-06-30 00:00:00,stor_New Melones.2016-07-31 00:00:00,351.251552062,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-06-30 00:00:00,flow_New Melones.2016-06-30 00:00:00,7266.64155122,1.0,0.0,581.376673152
stor_New Melones.2016-06-30 00:00:00,spill_New Melones.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-06-30 00:00:00,flow_New Melones.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-06-30 00:00:00,DELTA.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-06-30 00:00:00,stor_Pine Flat.2016-06-30 00:00:00,0.0,1.0,313.377992405,313.377992405
stor_Pine Flat.2016-06-30 00:00:00,stor_Pine Flat.2016-07-31 00:00:00,512.019261685,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-06-30 00:00:00,flow_Pine Flat.2016-06-30 00:00:00,4602.40682848,1.0,0.0,588.646084637
stor_Pine Flat.2016-06-30 00:00:00,spill_Pine Flat.2016-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-06-30 00:00:00,flow_Pine Flat.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-06-30 00:00:00,DELTA.2016-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2016-07-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_Shasta.2016-07-31 00:00:00,0.0,1.0,263.552520486,263.552520486
stor_Shasta.2016-07-31 00:00:00,stor_Shasta.2016-08-31 00:00:00,988.117748444,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-07-31 00:00:00,flow_Shasta.2016-07-31 00:00:00,8037.28860183,1.0,0.0,4106.65280227
stor_Shasta.2016-07-31 00:00:00,spill_Shasta.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-07-31 00:00:00,flow_Shasta.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-07-31 00:00:00,stor_Keswick.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_Keswick.2016-07-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-07-31 00:00:00,stor_Keswick.2016-08-31 00:00:00,72065.8679898,1.0,0.0,29.35686722
stor_Keswick.2016-07-31 00:00:00,flow_Keswick.2016-07-31 00:00:00,958.800761822,1.0,0.0,4414.56122045
stor_Keswick.2016-07-31 00:00:00,spill_Keswick.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-07-31 00:00:00,flow_Keswick.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-07-31 00:00:00,DELTA.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_Folsom.2016-07-31 00:00:00,0.0,1.0,124.733131464,124.733131464
stor_Folsom.2016-07-31 00:00:00,stor_Folsom.2016-08-31 00:00:00,1767.82761918,0.998749063,111.013367,1202.644809
stor_Folsom.2016-07-31 00:00:00,flow_Folsom.2016-07-31 00:00:00,5481.20135696,1.0,0.0,2874.3837863
stor_Folsom.2016-07-31 00:00:00,spill_Folsom.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-07-31 00:00:00,flow_Folsom.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-07-31 00:00:00,stor_Nimbus.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_Nimbus.2016-07-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-07-31 00:00:00,stor_Nimbus.2016-08-31 00:00:00,52964.5160468,1.0,0.0,10.85464056
stor_Nimbus.2016-07-31 00:00:00,flow_Nimbus.2016-07-31 00:00:00,449.865482936,1.0,0.0,2881.62115834
stor_Nimbus.2016-07-31 00:00:00,spill_Nimbus.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-07-31 00:00:00,flow_Nimbus.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-07-31 00:00:00,DELTA.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_New Melones.2016-07-31 00:00:00,0.0,1.0,66.4884536718,66.4884536718
stor_New Melones.2016-07-31 00:00:00,stor_New Melones.2016-08-31 00:00:00,425.553734804,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-07-31 00:00:00,flow_New Melones.2016-07-31 00:00:00,8803.7945863,1.0,0.0,581.376673152
stor_New Melones.2016-07-31 00:00:00,spill_New Melones.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-07-31 00:00:00,flow_New Melones.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-07-31 00:00:00,DELTA.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-07-31 00:00:00,stor_Pine Flat.2016-07-31 00:00:00,0.0,1.0,104.666969654,104.666969654
stor_Pine Flat.2016-07-31 00:00:00,stor_Pine Flat.2016-08-31 00:00:00,620.329534808,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-07-31 00:00:00,flow_Pine Flat.2016-07-31 00:00:00,5575.97945986,1.0,0.0,588.646084637
stor_Pine Flat.2016-07-31 00:00:00,spill_Pine Flat.2016-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-07-31 00:00:00,flow_Pine Flat.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-07-31 00:00:00,DELTA.2016-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2016-08-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_Shasta.2016-08-31 00:00:00,0.0,1.0,256.729830139,256.729830139
stor_Shasta.2016-08-31 00:00:00,stor_Shasta.2016-09-30 00:00:00,1008.09211797,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-08-31 00:00:00,flow_Shasta.2016-08-31 00:00:00,8199.75873124,1.0,0.0,4106.65280227
stor_Shasta.2016-08-31 00:00:00,spill_Shasta.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-08-31 00:00:00,flow_Shasta.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-08-31 00:00:00,stor_Keswick.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_Keswick.2016-08-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-08-31 00:00:00,stor_Keswick.2016-09-30 00:00:00,73522.6465347,1.0,0.0,29.35686722
stor_Keswick.2016-08-31 00:00:00,flow_Keswick.2016-08-31 00:00:00,978.182494578,1.0,0.0,4414.56122045
stor_Keswick.2016-08-31 00:00:00,spill_Keswick.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-08-31 00:00:00,flow_Keswick.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-08-31 00:00:00,DELTA.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_Folsom.2016-08-31 00:00:00,0.0,1.0,111.68992405,111.68992405
stor_Folsom.2016-08-31 00:00:00,stor_Folsom.2016-09-30 00:00:00,1803.56341174,0.998749063,111.013367,1202.644809
stor_Folsom.2016-08-31 00:00:00,flow_Folsom.2016-08-31 00:00:00,5592.00137128,1.0,0.0,2874.3837863
stor_Folsom.2016-08-31 00:00:00,spill_Folsom.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-08-31 00:00:00,flow_Folsom.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-08-31 00:00:00,stor_Nimbus.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_Nimbus.2016-08-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-08-31 00:00:00,stor_Nimbus.2016-09-30 00:00:00,54035.1700066,1.0,0.0,10.85464056
stor_Nimbus.2016-08-31 00:00:00,flow_Nimbus.2016-08-31 00:00:00,458.959313615,1.0,0.0,2881.62115834
stor_Nimbus.2016-08-31 00:00:00,spill_Nimbus.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-08-31 00:00:00,flow_Nimbus.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-08-31 00:00:00,DELTA.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_New Melones.2016-08-31 00:00:00,0.0,1.0,60.7290371808,60.7290371808
stor_New Melones.2016-08-31 00:00:00,stor_New Melones.2016-09-30 00:00:00,434.156118605,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-08-31 00:00:00,flow_New Melones.2016-08-31 00:00:00,8981.75939536,1.0,0.0,581.376673152
stor_New Melones.2016-08-31 00:00:00,spill_New Melones.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-08-31 00:00:00,flow_New Melones.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-08-31 00:00:00,DELTA.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-08-31 00:00:00,stor_Pine Flat.2016-08-31 00:00:00,0.0,1.0,51.8723349261,51.8723349261
stor_Pine Flat.2016-08-31 00:00:00,stor_Pine Flat.2016-09-30 00:00:00,632.869216102,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-08-31 00:00:00,flow_Pine Flat.2016-08-31 00:00:00,5688.69542897,1.0,0.0,588.646084637
stor_Pine Flat.2016-08-31 00:00:00,spill_Pine Flat.2016-08-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-08-31 00:00:00,flow_Pine Flat.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-08-31 00:00:00,DELTA.2016-08-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2016-09-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_Shasta.2016-09-30 00:00:00,0.0,1.0,250.913349902,250.913349902
stor_Shasta.2016-09-30 00:00:00,stor_Shasta.2016-10-31 00:00:00,1040.74745166,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-09-30 00:00:00,flow_Shasta.2016-09-30 00:00:00,8465.37509814,1.0,0.0,4106.65280227
stor_Shasta.2016-09-30 00:00:00,spill_Shasta.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-09-30 00:00:00,flow_Shasta.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-09-30 00:00:00,stor_Keswick.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_Keswick.2016-09-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-09-30 00:00:00,stor_Keswick.2016-10-31 00:00:00,75904.2800405,1.0,0.0,29.35686722
stor_Keswick.2016-09-30 00:00:00,flow_Keswick.2016-09-30 00:00:00,1009.86893972,1.0,0.0,4414.56122045
stor_Keswick.2016-09-30 00:00:00,spill_Keswick.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-09-30 00:00:00,flow_Keswick.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-09-30 00:00:00,DELTA.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_Folsom.2016-09-30 00:00:00,0.0,1.0,90.6436883972,90.6436883972
stor_Folsom.2016-09-30 00:00:00,stor_Folsom.2016-10-31 00:00:00,1861.98667001,0.998749063,111.013367,1202.644809
stor_Folsom.2016-09-30 00:00:00,flow_Folsom.2016-09-30 00:00:00,5773.14414893,1.0,0.0,2874.3837863
stor_Folsom.2016-09-30 00:00:00,spill_Folsom.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-09-30 00:00:00,flow_Folsom.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-09-30 00:00:00,stor_Nimbus.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_Nimbus.2016-09-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-09-30 00:00:00,stor_Nimbus.2016-10-31 00:00:00,55785.5418528,1.0,0.0,10.85464056
stor_Nimbus.2016-09-30 00:00:00,flow_Nimbus.2016-09-30 00:00:00,473.82646849,1.0,0.0,2881.62115834
stor_Nimbus.2016-09-30 00:00:00,spill_Nimbus.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-09-30 00:00:00,flow_Nimbus.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-09-30 00:00:00,DELTA.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_New Melones.2016-09-30 00:00:00,0.0,1.0,53.4629773553,53.4629773553
stor_New Melones.2016-09-30 00:00:00,stor_New Melones.2016-10-31 00:00:00,448.219808961,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-09-30 00:00:00,flow_New Melones.2016-09-30 00:00:00,9272.70728802,1.0,0.0,581.376673152
stor_New Melones.2016-09-30 00:00:00,spill_New Melones.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-09-30 00:00:00,flow_New Melones.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-09-30 00:00:00,DELTA.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-09-30 00:00:00,stor_Pine Flat.2016-09-30 00:00:00,0.0,1.0,46.6687350258,46.6687350258
stor_Pine Flat.2016-09-30 00:00:00,stor_Pine Flat.2016-10-31 00:00:00,653.369859291,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-09-30 00:00:00,flow_Pine Flat.2016-09-30 00:00:00,5872.97046161,1.0,0.0,588.646084637
stor_Pine Flat.2016-09-30 00:00:00,spill_Pine Flat.2016-09-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-09-30 00:00:00,flow_Pine Flat.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-09-30 00:00:00,DELTA.2016-09-30 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2016-10-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_Shasta.2016-10-31 00:00:00,0.0,1.0,403.284344083,403.284344083
stor_Shasta.2016-10-31 00:00:00,stor_Shasta.2016-11-30 00:00:00,1001.35471064,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-10-31 00:00:00,flow_Shasta.2016-10-31 00:00:00,8144.95719122,1.0,0.0,4106.65280227
stor_Shasta.2016-10-31 00:00:00,spill_Shasta.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-10-31 00:00:00,flow_Shasta.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-10-31 00:00:00,stor_Keswick.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_Keswick.2016-10-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-10-31 00:00:00,stor_Keswick.2016-11-30 00:00:00,73031.2720295,1.0,0.0,29.35686722
stor_Keswick.2016-10-31 00:00:00,flow_Keswick.2016-10-31 00:00:00,971.644988704,1.0,0.0,4414.56122045
stor_Keswick.2016-10-31 00:00:00,spill_Keswick.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-10-31 00:00:00,flow_Keswick.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_Folsom.2016-10-31 00:00:00,0.0,1.0,147.778294997,147.778294997
stor_Folsom.2016-10-31 00:00:00,stor_Folsom.2016-11-30 00:00:00,1791.50972241,0.998749063,111.013367,1202.644809
stor_Folsom.2016-10-31 00:00:00,flow_Folsom.2016-10-31 00:00:00,5554.6282354,1.0,0.0,2874.3837863
stor_Folsom.2016-10-31 00:00:00,spill_Folsom.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-10-31 00:00:00,flow_Folsom.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-10-31 00:00:00,stor_Nimbus.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_Nimbus.2016-10-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-10-31 00:00:00,stor_Nimbus.2016-11-30 00:00:00,53674.0346581,1.0,0.0,10.85464056
stor_Nimbus.2016-10-31 00:00:00,flow_Nimbus.2016-10-31 00:00:00,455.891947421,1.0,0.0,2881.62115834
stor_Nimbus.2016-10-31 00:00:00,spill_Nimbus.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-10-31 00:00:00,flow_Nimbus.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_New Melones.2016-10-31 00:00:00,0.0,1.0,58.5664814025,58.5664814025
stor_New Melones.2016-10-31 00:00:00,stor_New Melones.2016-11-30 00:00:00,431.254518165,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-10-31 00:00:00,flow_New Melones.2016-10-31 00:00:00,8921.73144963,1.0,0.0,581.376673152
stor_New Melones.2016-10-31 00:00:00,spill_New Melones.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-10-31 00:00:00,flow_New Melones.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-10-31 00:00:00,stor_Pine Flat.2016-10-31 00:00:00,0.0,1.0,45.4791764383,45.4791764383
stor_Pine Flat.2016-10-31 00:00:00,stor_Pine Flat.2016-11-30 00:00:00,628.63954374,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-10-31 00:00:00,flow_Pine Flat.2016-10-31 00:00:00,5650.67605965,1.0,0.0,588.646084637
stor_Pine Flat.2016-10-31 00:00:00,spill_Pine Flat.2016-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-10-31 00:00:00,flow_Pine Flat.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2016-11-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_Shasta.2016-11-30 00:00:00,0.0,1.0,521.984443769,521.984443769
stor_Shasta.2016-11-30 00:00:00,stor_Shasta.2016-12-31 00:00:00,855.562648343,0.999171932,662.0238805,5614.932874
stor_Shasta.2016-11-30 00:00:00,flow_Shasta.2016-11-30 00:00:00,6959.09327959,1.0,0.0,4106.65280227
stor_Shasta.2016-11-30 00:00:00,spill_Shasta.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2016-11-30 00:00:00,flow_Shasta.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2016-11-30 00:00:00,stor_Keswick.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_Keswick.2016-11-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2016-11-30 00:00:00,stor_Keswick.2016-12-31 00:00:00,62398.2952218,1.0,0.0,29.35686722
stor_Keswick.2016-11-30 00:00:00,flow_Keswick.2016-11-30 00:00:00,830.17846492,1.0,0.0,4414.56122045
stor_Keswick.2016-11-30 00:00:00,spill_Keswick.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2016-11-30 00:00:00,flow_Keswick.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_Folsom.2016-11-30 00:00:00,0.0,1.0,202.882280039,202.882280039
stor_Folsom.2016-11-30 00:00:00,stor_Folsom.2016-12-31 00:00:00,1530.67507484,0.998749063,111.013367,1202.644809
stor_Folsom.2016-11-30 00:00:00,flow_Folsom.2016-11-30 00:00:00,4745.90296167,1.0,0.0,2874.3837863
stor_Folsom.2016-11-30 00:00:00,spill_Folsom.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2016-11-30 00:00:00,flow_Folsom.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2016-11-30 00:00:00,stor_Nimbus.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_Nimbus.2016-11-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2016-11-30 00:00:00,stor_Nimbus.2016-12-31 00:00:00,45859.3723595,1.0,0.0,10.85464056
stor_Nimbus.2016-11-30 00:00:00,flow_Nimbus.2016-11-30 00:00:00,389.516422825,1.0,0.0,2881.62115834
stor_Nimbus.2016-11-30 00:00:00,spill_Nimbus.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2016-11-30 00:00:00,flow_Nimbus.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_New Melones.2016-11-30 00:00:00,0.0,1.0,46.4191843178,46.4191843178
stor_New Melones.2016-11-30 00:00:00,stor_New Melones.2016-12-31 00:00:00,368.466066469,0.999321932,98.67854843,2985.02609
stor_New Melones.2016-11-30 00:00:00,flow_New Melones.2016-11-30 00:00:00,7622.7732457,1.0,0.0,581.376673152
stor_New Melones.2016-11-30 00:00:00,spill_New Melones.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2016-11-30 00:00:00,flow_New Melones.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2016-11-30 00:00:00,stor_Pine Flat.2016-11-30 00:00:00,0.0,1.0,35.9643552156,35.9643552156
stor_Pine Flat.2016-11-30 00:00:00,stor_Pine Flat.2016-12-31 00:00:00,537.112878997,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2016-11-30 00:00:00,flow_Pine Flat.2016-11-30 00:00:00,4827.96670857,1.0,0.0,588.646084637
stor_Pine Flat.2016-11-30 00:00:00,spill_Pine Flat.2016-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2016-11-30 00:00:00,flow_Pine Flat.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
