i,j,a3,a2,a1,c,efficiency,price,amplitude,lower_bound,upper_bound,warmstart
flow_Keswick.2013-09-30 00:00:00,DELTA.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,2.11979841037e-11
INFLOW.2013-09-30 00:00:00,stor_Folsom.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.5233452772,67.5233452772,67.5233459524
stor_Folsom.2013-09-30 00:00:00,stor_Folsom.2013-10-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2013-09-30 00:00:00,flow_Folsom.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,37.8604331224,1.0,0.0,2874.3837863,5.82584205008e-11
stor_Folsom.2013-09-30 00:00:00,spill_Folsom.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982664997e-09
spill_Folsom.2013-09-30 00:00:00,flow_Folsom.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981237113e-09
flow_Folsom.2013-09-30 00:00:00,stor_Nimbus.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.94151128017e-09
INFLOW.2013-09-30 00:00:00,stor_Nimbus.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9977383762e-09
stor_Nimbus.2013-09-30 00:00:00,stor_Nimbus.2013-10-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2013-09-30 00:00:00,flow_Nimbus.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,37.8604331224,1.0,0.0,2881.62115834,1.0055739787e-08
stor_Nimbus.2013-09-30 00:00:00,spill_Nimbus.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981167412e-09
spill_Nimbus.2013-09-30 00:00:00,flow_Nimbus.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984763306e-09
flow_Nimbus.2013-09-30 00:00:00,DELTA.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5.58494745137e-11
INFLOW.2013-09-30 00:00:00,stor_New Melones.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,54.3238661378,54.3238661378,54.323866681
stor_New Melones.2013-09-30 00:00:00,stor_New Melones.2013-10-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2013-09-30 00:00:00,flow_New Melones.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,37.8604331224,1.0,0.0,581.376673152,52.2984426247
stor_New Melones.2013-09-30 00:00:00,spill_New Melones.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984085228e-09
spill_New Melones.2013-09-30 00:00:00,flow_New Melones.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984083685e-09
flow_New Melones.2013-09-30 00:00:00,DELTA.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,52.2984426147
INFLOW.2013-09-30 00:00:00,stor_Pine Flat.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.1143663908,24.1143663908,24.1143666319
stor_Pine Flat.2013-09-30 00:00:00,stor_Pine Flat.2013-10-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2013-09-30 00:00:00,flow_Pine Flat.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,37.8604331224,1.0,0.0,588.646084637,23.2289648747
stor_Pine Flat.2013-09-30 00:00:00,spill_Pine Flat.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998408535e-09
spill_Pine Flat.2013-09-30 00:00:00,flow_Pine Flat.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984083562e-09
flow_Pine Flat.2013-09-30 00:00:00,DELTA.2013-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,23.2289648647
SUPERSOURCE,INFLOW.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,349.980371355
DELTA.2013-10-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,99.2539332804
INFLOW.2013-10-31 00:00:00,stor_Shasta.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,246.309292556,246.309292556,246.309295019
stor_Shasta.2013-10-31 00:00:00,stor_Shasta.2013-11-30 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2013-10-31 00:00:00,flow_Shasta.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,4106.65280227,1.30426366265e-10
stor_Shasta.2013-10-31 00:00:00,spill_Shasta.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982692585e-09
spill_Shasta.2013-10-31 00:00:00,flow_Shasta.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981280362e-09
flow_Shasta.2013-10-31 00:00:00,stor_Keswick.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.8693442217e-09
INFLOW.2013-10-31 00:00:00,stor_Keswick.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99778406669e-09
stor_Keswick.2013-10-31 00:00:00,stor_Keswick.2013-11-30 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2013-10-31 00:00:00,flow_Keswick.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,4414.56122045,1.01280899447e-08
stor_Keswick.2013-10-31 00:00:00,spill_Keswick.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981103336e-09
spill_Keswick.2013-10-31 00:00:00,flow_Keswick.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984711887e-09
flow_Keswick.2013-10-31 00:00:00,DELTA.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1.2820060665e-10
INFLOW.2013-10-31 00:00:00,stor_Folsom.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.5119983264,39.5119983264,39.5119987215
stor_Folsom.2013-10-31 00:00:00,stor_Folsom.2013-11-30 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2013-10-31 00:00:00,flow_Folsom.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,2874.3837863,38.0056815191
stor_Folsom.2013-10-31 00:00:00,spill_Folsom.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.999840989e-09
spill_Folsom.2013-10-31 00:00:00,flow_Folsom.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984095313e-09
flow_Folsom.2013-10-31 00:00:00,stor_Nimbus.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,38.0056815091
INFLOW.2013-10-31 00:00:00,stor_Nimbus.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99784928001e-09
stor_Nimbus.2013-10-31 00:00:00,stor_Nimbus.2013-11-30 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2013-10-31 00:00:00,flow_Nimbus.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,2881.62115834,38.0056815291
stor_Nimbus.2013-10-31 00:00:00,spill_Nimbus.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998409773e-09
spill_Nimbus.2013-10-31 00:00:00,flow_Nimbus.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984096487e-09
flow_Nimbus.2013-10-31 00:00:00,DELTA.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,38.0056815191
INFLOW.2013-10-31 00:00:00,stor_New Melones.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0354848861,41.0354848861,41.0354852965
stor_New Melones.2013-10-31 00:00:00,stor_New Melones.2013-11-30 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2013-10-31 00:00:00,flow_New Melones.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,581.376673152,39.0100612402
stor_New Melones.2013-10-31 00:00:00,spill_New Melones.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984098101e-09
spill_New Melones.2013-10-31 00:00:00,flow_New Melones.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984096114e-09
flow_New Melones.2013-10-31 00:00:00,DELTA.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,39.0100612302
INFLOW.2013-10-31 00:00:00,stor_Pine Flat.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.123592067,23.123592067,23.1235922982
stor_Pine Flat.2013-10-31 00:00:00,stor_Pine Flat.2013-11-30 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2013-10-31 00:00:00,flow_Pine Flat.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,38.6861286467,1.0,0.0,588.646084637,22.238190541
stor_Pine Flat.2013-10-31 00:00:00,spill_Pine Flat.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984098003e-09
spill_Pine Flat.2013-10-31 00:00:00,flow_Pine Flat.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984096213e-09
flow_Pine Flat.2013-10-31 00:00:00,DELTA.2013-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,22.238190531
SUPERSOURCE,INFLOW.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,369.492551704
DELTA.2013-11-30 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,360.422009045
INFLOW.2013-11-30 00:00:00,stor_Shasta.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,263.037966839,263.037966839,263.037969469
stor_Shasta.2013-11-30 00:00:00,stor_Shasta.2013-12-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2013-11-30 00:00:00,flow_Shasta.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,4106.65280227,258.384569866
stor_Shasta.2013-11-30 00:00:00,spill_Shasta.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984122915e-09
spill_Shasta.2013-11-30 00:00:00,flow_Shasta.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984117736e-09
flow_Shasta.2013-11-30 00:00:00,stor_Keswick.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,258.384569856
INFLOW.2013-11-30 00:00:00,stor_Keswick.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99792990968e-09
stor_Keswick.2013-11-30 00:00:00,stor_Keswick.2013-12-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2013-11-30 00:00:00,flow_Keswick.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,4414.56122045,258.384569876
stor_Keswick.2013-11-30 00:00:00,spill_Keswick.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984120927e-09
spill_Keswick.2013-11-30 00:00:00,flow_Keswick.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984119731e-09
flow_Keswick.2013-11-30 00:00:00,DELTA.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,258.384569866
INFLOW.2013-11-30 00:00:00,stor_Folsom.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.7143061695,38.7143061695,38.7143065566
stor_Folsom.2013-11-30 00:00:00,stor_Folsom.2013-12-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2013-11-30 00:00:00,flow_Folsom.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,2874.3837863,37.2079893542
stor_Folsom.2013-11-30 00:00:00,spill_Folsom.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.999841222e-09
spill_Folsom.2013-11-30 00:00:00,flow_Folsom.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984118455e-09
flow_Folsom.2013-11-30 00:00:00,stor_Nimbus.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,37.2079893442
INFLOW.2013-11-30 00:00:00,stor_Nimbus.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99792990968e-09
stor_Nimbus.2013-11-30 00:00:00,stor_Nimbus.2013-12-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2013-11-30 00:00:00,flow_Nimbus.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,2881.62115834,37.2079893642
stor_Nimbus.2013-11-30 00:00:00,spill_Nimbus.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984120929e-09
spill_Nimbus.2013-11-30 00:00:00,flow_Nimbus.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984119729e-09
flow_Nimbus.2013-11-30 00:00:00,DELTA.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,37.2079893542
INFLOW.2013-11-30 00:00:00,stor_New Melones.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47.2487773207,47.2487773207,47.2487777932
stor_New Melones.2013-11-30 00:00:00,stor_New Melones.2013-12-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2013-11-30 00:00:00,flow_New Melones.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,581.376673152,45.2233537369
stor_New Melones.2013-11-30 00:00:00,spill_New Melones.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984121258e-09
spill_New Melones.2013-11-30 00:00:00,flow_New Melones.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.999841194e-09
flow_New Melones.2013-11-30 00:00:00,DELTA.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,45.2233537269
INFLOW.2013-11-30 00:00:00,stor_Pine Flat.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.4914976598,20.4914976598,20.4914978647
stor_Pine Flat.2013-11-30 00:00:00,stor_Pine Flat.2013-12-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2013-11-30 00:00:00,flow_Pine Flat.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,40.2050061627,1.0,0.0,588.646084637,19.6060961075
stor_Pine Flat.2013-11-30 00:00:00,spill_Pine Flat.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984121234e-09
spill_Pine Flat.2013-11-30 00:00:00,flow_Pine Flat.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984119424e-09
flow_Pine Flat.2013-11-30 00:00:00,DELTA.2013-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,19.6060960975
SUPERSOURCE,INFLOW.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,375.666356991
DELTA.2013-12-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1496.00330768
INFLOW.2013-12-31 00:00:00,stor_Shasta.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,272.417016266,272.417016266,272.41701899
stor_Shasta.2013-12-31 00:00:00,stor_Shasta.2014-01-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,4554.95393506
stor_Shasta.2013-12-31 00:00:00,flow_Shasta.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,4106.65280227,1328.62107659
stor_Shasta.2013-12-31 00:00:00,spill_Shasta.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998432074e-09
spill_Shasta.2013-12-31 00:00:00,flow_Shasta.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99980501896e-09
flow_Shasta.2013-12-31 00:00:00,stor_Keswick.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1328.62107658
INFLOW.2013-12-31 00:00:00,stor_Keswick.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99835062012e-09
stor_Keswick.2013-12-31 00:00:00,stor_Keswick.2014-01-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2013-12-31 00:00:00,flow_Keswick.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,4414.56122045,1328.6210766
stor_Keswick.2013-12-31 00:00:00,spill_Keswick.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984277312e-09
spill_Keswick.2013-12-31 00:00:00,flow_Keswick.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984276479e-09
flow_Keswick.2013-12-31 00:00:00,DELTA.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1328.62107659
INFLOW.2013-12-31 00:00:00,stor_Folsom.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.6467341724,41.6467341724,41.6467345889
stor_Folsom.2013-12-31 00:00:00,stor_Folsom.2014-01-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1171.82250252
stor_Folsom.2013-12-31 00:00:00,flow_Folsom.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,2874.3837863,71.0013409643
stor_Folsom.2013-12-31 00:00:00,spill_Folsom.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998427985e-09
spill_Folsom.2013-12-31 00:00:00,flow_Folsom.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984273949e-09
flow_Folsom.2013-12-31 00:00:00,stor_Nimbus.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,71.0013409543
INFLOW.2013-12-31 00:00:00,stor_Nimbus.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99835062012e-09
stor_Nimbus.2013-12-31 00:00:00,stor_Nimbus.2014-01-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2013-12-31 00:00:00,flow_Nimbus.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,2881.62115834,71.0013409743
stor_Nimbus.2013-12-31 00:00:00,spill_Nimbus.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984277391e-09
spill_Nimbus.2013-12-31 00:00:00,flow_Nimbus.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.999842764e-09
flow_Nimbus.2013-12-31 00:00:00,DELTA.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,71.0013409643
INFLOW.2013-12-31 00:00:00,stor_New Melones.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.2864708422,44.2864708422,44.2864712851
stor_New Melones.2013-12-31 00:00:00,stor_New Melones.2014-01-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2947.36256306
stor_New Melones.2013-12-31 00:00:00,flow_New Melones.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,581.376673152,79.9501597975
stor_New Melones.2013-12-31 00:00:00,spill_New Melones.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984278053e-09
spill_New Melones.2013-12-31 00:00:00,flow_New Melones.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984275947e-09
flow_New Melones.2013-12-31 00:00:00,DELTA.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,79.9501597875
INFLOW.2013-12-31 00:00:00,stor_Pine Flat.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.316131934,17.316131934,17.3161321072
stor_Pine Flat.2013-12-31 00:00:00,stor_Pine Flat.2014-01-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2013-12-31 00:00:00,flow_Pine Flat.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,50.563071574,1.0,0.0,588.646084637,16.43073035
stor_Pine Flat.2013-12-31 00:00:00,spill_Pine Flat.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984277957e-09
spill_Pine Flat.2013-12-31 00:00:00,flow_Pine Flat.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984275833e-09
flow_Pine Flat.2013-12-31 00:00:00,DELTA.2013-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,16.43073034
SUPERSOURCE,INFLOW.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,341.884721734
DELTA.2014-01-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,16.0917119012
INFLOW.2014-01-31 00:00:00,stor_Shasta.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,252.889988954,252.889988954,252.889991483
stor_Shasta.2014-01-31 00:00:00,stor_Shasta.2014-02-28 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,4803.86270485
stor_Shasta.2014-01-31 00:00:00,flow_Shasta.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,44.999738551,1.0,0.0,4106.65280227,7.87045153534e-12
stor_Shasta.2014-01-31 00:00:00,spill_Shasta.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982636556e-09
spill_Shasta.2014-01-31 00:00:00,flow_Shasta.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99976706248e-09
flow_Shasta.2014-01-31 00:00:00,stor_Keswick.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99186036273e-09
INFLOW.2014-01-31 00:00:00,stor_Keswick.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9980961824e-09
stor_Keswick.2014-01-31 00:00:00,stor_Keswick.2014-02-28 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2014-01-31 00:00:00,flow_Keswick.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,44.999738551,1.0,0.0,4414.56122045,1.00052942822e-08
stor_Keswick.2014-01-31 00:00:00,spill_Keswick.2014-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981838324e-09
