STATION_ID,DUR_CODE,SENSOR_NUM,SENSOR_TYPE,ACTUAL_DATE,VALUE,DATA_FLAG,UNITS
BUL,H,76,INFLOW,20100108,2000,352, ,CFS
BUL,H,76,INFLOW,20100108,2100,14, ,CFS
BUL,H,76,INFLOW,20100108,2200,68, ,CFS
BUL,H,76,INFLOW,20100108,2300,507, ,CFS
BUL,H,76,INFLOW,20100109,0000,315, ,CFS
BUL,H,76,INFLOW,20100109,0100,130, ,CFS
BUL,H,76,INFLOW,20100109,0200,-41, ,CFS
BUL,H,76,INFLOW,20100109,0300,394, ,CFS
BUL,H,76,INFLOW,20100109,0400,475, ,CFS
BUL,H,76,INFLOW,20100109,0500,529, ,CFS
BUL,H,76,INFLOW,20100109,0600,363, ,CFS
BUL,H,76,INFLOW,20100109,0700,263, ,CFS
BUL,H,76,INFLOW,20100109,0800,198, ,CFS
BUL,H,76,INFLOW,20100109,0900,682, ,CFS
BUL,H,76,INFLOW,20100109,1000,736, ,CFS
BUL,H,76,INFLOW,20100109,1100,206, ,CFS
BUL,H,76,INFLOW,20100109,1200,-119, ,CFS
BUL,H,76,INFLOW,20100109,1300,720, ,CFS
BUL,H,76,INFLOW,20100109,1400,197, ,CFS
BUL,H,76,INFLOW,20100109,1500,68, ,CFS
BUL,H,76,INFLOW,20100109,1600,50, ,CFS
BUL,H,76,INFLOW,20100109,1700,361, ,CFS
BUL,H,76,INFLOW,20100109,1800,805, ,CFS
BUL,H,76,INFLOW,20100109,1900,-341, ,CFS
BUL,H,76,INFLOW,20100109,2000,1026, ,CFS
BUL,H,76,INFLOW,20100109,2100,259, ,CFS
BUL,H,76,INFLOW,20100109,2200,336, ,CFS
BUL,H,76,INFLOW,20100109,2300,49, ,CFS
BUL,H,76,INFLOW,20100110,0000,358, ,CFS
BUL,H,76,INFLOW,20100110,0100,437, ,CFS
BUL,H,76,INFLOW,20100110,0200,594, ,CFS
BUL,H,76,INFLOW,20100110,0300,513, ,CFS
BUL,H,76,INFLOW,20100110,0400,137, ,CFS
BUL,H,76,INFLOW,20100110,0500,120, ,CFS
BUL,H,76,INFLOW,20100110,0600,668, ,CFS
BUL,H,76,INFLOW,20100110,0700,159, ,CFS
BUL,H,76,INFLOW,20100110,0800,-118, ,CFS
BUL,H,76,INFLOW,20100110,0900,564, ,CFS
BUL,H,76,INFLOW,20100110,1000,308, ,CFS
BUL,H,76,INFLOW,20100110,1100,302, ,CFS
BUL,H,76,INFLOW,20100110,1200,-320, ,CFS
BUL,H,76,INFLOW,20100110,1300,449, ,CFS
BUL,H,76,INFLOW,20100110,1400,566, ,CFS
BUL,H,76,INFLOW,20100110,1500,185, ,CFS
BUL,H,76,INFLOW,20100110,1600,696, ,CFS
BUL,H,76,INFLOW,20100110,1700,-24, ,CFS
BUL,H,76,INFLOW,20100110,1800,480, ,CFS
BUL,H,76,INFLOW,20100110,1900,906, ,CFS
BUL,H,76,INFLOW,20100110,2000,-260, ,CFS
BUL,H,76,INFLOW,20100110,2100,630, ,CFS
BUL,H,76,INFLOW,20100110,2200,434, ,CFS
BUL,H,76,INFLOW,20100110,2300,191, ,CFS
BUL,H,76,INFLOW,20100111,0000,-298, ,CFS
BUL,H,76,INFLOW,20100111,0100,477, ,CFS
BUL,H,76,INFLOW,20100111,0200,444, ,CFS
BUL,H,76,INFLOW,20100111,0300,527, ,CFS
BUL,H,76,INFLOW,20100111,0400,82, ,CFS
BUL,H,76,INFLOW,20100111,0500,404, ,CFS
BUL,H,76,INFLOW,20100111,0600,531, ,CFS
BUL,H,76,INFLOW,20100111,0700,138, ,CFS
BUL,H,76,INFLOW,20100111,0800,92, ,CFS
BUL,H,76,INFLOW,20100111,0900,481, ,CFS
BUL,H,76,INFLOW,20100111,1000,619, ,CFS
BUL,H,76,INFLOW,20100111,1100,-54, ,CFS
BUL,H,76,INFLOW,20100111,1200,347, ,CFS
BUL,H,76,INFLOW,20100111,1300,-54, ,CFS
BUL,H,76,INFLOW,20100111,1400,465, ,CFS
BUL,H,76,INFLOW,20100111,1500,546, ,CFS
BUL,H,76,INFLOW,20100111,1600,226, ,CFS
BUL,H,76,INFLOW,20100111,1700,56, ,CFS
BUL,H,76,INFLOW,20100111,1800,543, ,CFS
BUL,H,76,INFLOW,20100111,1900,168, ,CFS
BUL,H,76,INFLOW,20100111,2000,645, ,CFS
BUL,H,76,INFLOW,20100111,2100,-202, ,CFS
BUL,H,76,INFLOW,20100111,2200,545, ,CFS
BUL,H,76,INFLOW,20100111,2300,-185, ,CFS
BUL,H,76,INFLOW,20100112,0000,69, ,CFS
BUL,H,76,INFLOW,20100112,0100,82, ,CFS
BUL,H,76,INFLOW,20100112,0200,478, ,CFS
BUL,H,76,INFLOW,20100112,0300,918, ,CFS
BUL,H,76,INFLOW,20100112,0400,-267, ,CFS
BUL,H,76,INFLOW,20100112,0500,1597, ,CFS
BUL,H,76,INFLOW,20100112,0600,799, ,CFS
BUL,H,76,INFLOW,20100112,0700,-399, ,CFS
BUL,H,76,INFLOW,20100112,0800,799, ,CFS
BUL,H,76,INFLOW,20100112,0900,1609, ,CFS
BUL,H,76,INFLOW,20100112,1000,802, ,CFS
BUL,H,76,INFLOW,20100112,1100,1476, ,CFS
BUL,H,76,INFLOW,20100112,1200,1237, ,CFS
BUL,H,76,INFLOW,20100112,1300,605, ,CFS
BUL,H,76,INFLOW,20100112,1400,616, ,CFS
BUL,H,76,INFLOW,20100112,1500,300, ,CFS
BUL,H,76,INFLOW,20100112,1600,901, ,CFS
BUL,H,76,INFLOW,20100112,1700,373, ,CFS
BUL,H,76,INFLOW,20100112,1800,1335, ,CFS
BUL,H,76,INFLOW,20100112,1900,1068, ,CFS
BUL,H,76,INFLOW,20100112,2000,1185, ,CFS
BUL,H,76,INFLOW,20100112,2100,1464, ,CFS
BUL,H,76,INFLOW,20100112,2200,703, ,CFS
BUL,H,76,INFLOW,20100112,2300,1425, ,CFS
BUL,H,76,INFLOW,20100113,0000,2048, ,CFS
BUL,H,76,INFLOW,20100113,0100,1190, ,CFS
BUL,H,76,INFLOW,20100113,0200,3480, ,CFS
BUL,H,76,INFLOW,20100113,0300,3151, ,CFS
BUL,H,76,INFLOW,20100113,0400,1250, ,CFS
BUL,H,76,INFLOW,20100113,0500,2223, ,CFS
BUL,H,76,INFLOW,20100113,0600,1890, ,CFS
BUL,H,76,INFLOW,20100113,0700,2703, ,CFS
BUL,H,76,INFLOW,20100113,0800,1772, ,CFS
BUL,H,76,INFLOW,20100113,0900,3300, ,CFS
BUL,H,76,INFLOW,20100113,1000,2682, ,CFS
BUL,H,76,INFLOW,20100113,1100,2725, ,CFS
BUL,H,76,INFLOW,20100113,1200,3116, ,CFS
BUL,H,76,INFLOW,20100113,1300,2295, ,CFS
BUL,H,76,INFLOW,20100113,1400,3136, ,CFS
BUL,H,76,INFLOW,20100113,1500,2574, ,CFS
BUL,H,76,INFLOW,20100113,1600,1931, ,CFS
BUL,H,76,INFLOW,20100113,1700,2235, ,CFS
BUL,H,76,INFLOW,20100113,1800,2501, ,CFS
BUL,H,76,INFLOW,20100113,1900,1930, ,CFS
BUL,H,76,INFLOW,20100113,2000,1687, ,CFS
BUL,H,76,INFLOW,20100113,2100,2404, ,CFS
BUL,H,76,INFLOW,20100113,2200,2162, ,CFS
BUL,H,76,INFLOW,20100113,2300,1472, ,CFS
BUL,H,76,INFLOW,20100114,0000,1425, ,CFS
BUL,H,76,INFLOW,20100114,0100,2087, ,CFS
BUL,H,76,INFLOW,20100114,0200,1516, ,CFS
BUL,H,76,INFLOW,20100114,0300,1800, ,CFS
BUL,H,76,INFLOW,20100114,0400,1369, ,CFS
BUL,H,76,INFLOW,20100114,0500,1631, ,CFS
BUL,H,76,INFLOW,20100114,0600,1798, ,CFS
BUL,H,76,INFLOW,20100114,0700,1290, ,CFS
BUL,H,76,INFLOW,20100114,0800,1180, ,CFS
BUL,H,76,INFLOW,20100114,0900,1624, ,CFS
BUL,H,76,INFLOW,20100114,1000,772, ,CFS
BUL,H,76,INFLOW,20100114,1100,1514, ,CFS
BUL,H,76,INFLOW,20100114,1200,792, ,CFS
BUL,H,76,INFLOW,20100114,1300,1290, ,CFS
BUL,H,76,INFLOW,20100114,1400,981, ,CFS
BUL,H,76,INFLOW,20100114,1500,1357, ,CFS
BUL,H,76,INFLOW,20100114,1600,475, ,CFS
BUL,H,76,INFLOW,20100114,1700,1856, ,CFS
BUL,H,76,INFLOW,20100114,1800,956, ,CFS
BUL,H,76,INFLOW,20100114,1900,1389, ,CFS
BUL,H,76,INFLOW,20100114,2000,977, ,CFS
BUL,H,76,INFLOW,20100114,2100,1118, ,CFS
BUL,H,76,INFLOW,20100114,2200,1107, ,CFS
BUL,H,76,INFLOW,20100114,2300,419, ,CFS
BUL,H,76,INFLOW,20100115,0000,1291, ,CFS
BUL,H,76,INFLOW,20100115,0100,756, ,CFS
BUL,H,76,INFLOW,20100115,0200,1194, ,CFS
BUL,H,76,INFLOW,20100115,0300,1230, ,CFS
BUL,H,76,INFLOW,20100115,0400,502, ,CFS
BUL,H,76,INFLOW,20100115,0500,946, ,CFS
BUL,H,76,INFLOW,20100115,0600,1236, ,CFS
BUL,H,76,INFLOW,20100115,0700,566, ,CFS
BUL,H,76,INFLOW,20100115,0800,957, ,CFS
BUL,H,76,INFLOW,20100115,0900,886, ,CFS
BUL,H,76,INFLOW,20100115,1000,862, ,CFS
BUL,H,76,INFLOW,20100115,1100,489, ,CFS
BUL,H,76,INFLOW,20100115,1200,813, ,CFS
BUL,H,76,INFLOW,20100115,1300,926, ,CFS
BUL,H,76,INFLOW,20100115,1400,514, ,CFS
BUL,H,76,INFLOW,20100115,1500,846, ,CFS
BUL,H,76,INFLOW,20100115,1600,876, ,CFS
BUL,H,76,INFLOW,20100115,1700,716, ,CFS
BUL,H,76,INFLOW,20100115,1800,929, ,CFS
BUL,H,76,INFLOW,20100115,1900,520, ,CFS
BUL,H,76,INFLOW,20100115,2000,1017, ,CFS
BUL,H,76,INFLOW,20100115,2100,1059, ,CFS
BUL,H,76,INFLOW,20100115,2200,755, ,CFS
BUL,H,76,INFLOW,20100115,2300,681, ,CFS
BUL,H,76,INFLOW,20100116,0000,442, ,CFS
BUL,H,76,INFLOW,20100116,0100,493, ,CFS
BUL,H,76,INFLOW,20100116,0200,438, ,CFS
BUL,H,76,INFLOW,20100116,0300,405, ,CFS
BUL,H,76,INFLOW,20100116,0400,868, ,CFS
BUL,H,76,INFLOW,20100116,0500,855, ,CFS
BUL,H,76,INFLOW,20100116,0600,326, ,CFS
BUL,H,76,INFLOW,20100116,0700,478, ,CFS
BUL,H,76,INFLOW,20100116,0800,818, ,CFS
BUL,H,76,INFLOW,20100116,0900,1233, ,CFS
BUL,H,76,INFLOW,20100116,1000,492, ,CFS
BUL,H,76,INFLOW,20100116,1100,361, ,CFS
BUL,H,76,INFLOW,20100116,1200,752, ,CFS
BUL,H,76,INFLOW,20100116,1300,421, ,CFS
BUL,H,76,INFLOW,20100116,1400,521, ,CFS
BUL,H,76,INFLOW,20100116,1500,599, ,CFS
BUL,H,76,INFLOW,20100116,1600,532, ,CFS
BUL,H,76,INFLOW,20100116,1700,475, ,CFS
BUL,H,76,INFLOW,20100116,1800,860, ,CFS
BUL,H,76,INFLOW,20100116,1900,678, ,CFS
BUL,H,76,INFLOW,20100116,2000,1080, ,CFS
BUL,H,76,INFLOW,20100116,2100,735, ,CFS
BUL,H,76,INFLOW,20100116,2200,713, ,CFS
BUL,H,76,INFLOW,20100116,2300,528, ,CFS
BUL,H,76,INFLOW,20100117,0000,433, ,CFS
BUL,H,76,INFLOW,20100117,0100,503, ,CFS
BUL,H,76,INFLOW,20100117,0200,584, ,CFS
BUL,H,76,INFLOW,20100117,0300,517, ,CFS
BUL,H,76,INFLOW,20100117,0400,510, ,CFS
BUL,H,76,INFLOW,20100117,0500,705, ,CFS
BUL,H,76,INFLOW,20100117,0600,606, ,CFS
BUL,H,76,INFLOW,20100117,0700,507, ,CFS
BUL,H,76,INFLOW,20100117,0800,499, ,CFS
BUL,H,76,INFLOW,20100117,0900,902, ,CFS
BUL,H,76,INFLOW,20100117,1000,832, ,CFS
BUL,H,76,INFLOW,20100117,1100,480, ,CFS
BUL,H,76,INFLOW,20100117,1200,768, ,CFS
BUL,H,76,INFLOW,20100117,1300,1574, ,CFS
BUL,H,76,INFLOW,20100117,1400,658, ,CFS
BUL,H,76,INFLOW,20100117,1500,1458, ,CFS
BUL,H,76,INFLOW,20100117,1600,947, ,CFS
BUL,H,76,INFLOW,20100117,1700,410, ,CFS
BUL,H,76,INFLOW,20100117,1800,604, ,CFS
BUL,H,76,INFLOW,20100117,1900,1796, ,CFS
BUL,H,76,INFLOW,20100117,2000,1329, ,CFS
BUL,H,76,INFLOW,20100117,2100,1451, ,CFS
BUL,H,76,INFLOW,20100117,2200,1178, ,CFS
BUL,H,76,INFLOW,20100117,2300,1495, ,CFS
BUL,H,76,INFLOW,20100118,0000,2016, ,CFS
BUL,H,76,INFLOW,20100118,0100,1689, ,CFS
BUL,H,76,INFLOW,20100118,0200,1821, ,CFS
BUL,H,76,INFLOW,20100118,0300,1668, ,CFS
BUL,H,76,INFLOW,20100118,0400,2129, ,CFS
BUL,H,76,INFLOW,20100118,0500,1433, ,CFS
BUL,H,76,INFLOW,20100118,0600,1347, ,CFS
BUL,H,76,INFLOW,20100118,0700,2237, ,CFS
BUL,H,76,INFLOW,20100118,0800,1822, ,CFS
BUL,H,76,INFLOW,20100118,0900,1896, ,CFS
BUL,H,76,INFLOW,20100118,1000,1999, ,CFS
BUL,H,76,INFLOW,20100118,1100,1775, ,CFS
BUL,H,76,INFLOW,20100118,1200,2617, ,CFS
BUL,H,76,INFLOW,20100118,1300,2197, ,CFS
BUL,H,76,INFLOW,20100118,1400,2545, ,CFS
BUL,H,76,INFLOW,20100118,1500,2139, ,CFS
BUL,H,76,INFLOW,20100118,1600,2405, ,CFS
BUL,H,76,INFLOW,20100118,1700,2011, ,CFS
BUL,H,76,INFLOW,20100118,1800,2738, ,CFS
BUL,H,76,INFLOW,20100118,1900,3573, ,CFS
BUL,H,76,INFLOW,20100118,2000,4347, ,CFS
BUL,H,76,INFLOW,20100118,2100,3133, ,CFS
BUL,H,76,INFLOW,20100118,2200,3988, ,CFS
BUL,H,76,INFLOW,20100118,2300,3392, ,CFS
