STATION_ID,DUR_CODE,SENSOR_NUM,SENSOR_TYPE,ACTUAL_DATE,VALUE,DATA_FLAG,UNITS
NML,H,76,INFLOW,20100117,0900,991, ,CFS
NML,H,76,INFLOW,20100117,1000,988, ,CFS
NML,H,76,INFLOW,20100117,1100,990, ,CFS
NML,H,76,INFLOW,20100117,1200,992, ,CFS
NML,H,76,INFLOW,20100117,1300,21, ,CFS
NML,H,76,INFLOW,20100117,1400,19, ,CFS
NML,H,76,INFLOW,20100117,1500,3900, ,CFS
NML,H,76,INFLOW,20100117,1600,990, ,CFS
NML,H,76,INFLOW,20100117,1700,2931, ,CFS
NML,H,76,INFLOW,20100117,1800,990, ,CFS
NML,H,76,INFLOW,20100117,1900,993, ,CFS
NML,H,76,INFLOW,20100117,2000,993, ,CFS
NML,H,76,INFLOW,20100117,2100,993, ,CFS
NML,H,76,INFLOW,20100117,2200,1958, ,CFS
NML,H,76,INFLOW,20100117,2300,20, ,CFS
NML,H,76,INFLOW,20100118,0000,986, ,CFS
NML,H,76,INFLOW,20100118,0100,988, ,CFS
NML,H,76,INFLOW,20100118,0200,989, ,CFS
NML,H,76,INFLOW,20100118,0300,17, ,CFS
NML,H,76,INFLOW,20100118,0400,992, ,CFS
NML,H,76,INFLOW,20100118,0500,989, ,CFS
NML,H,76,INFLOW,20100118,0600,19, ,CFS
NML,H,76,INFLOW,20100118,0700,989, ,CFS
NML,H,76,INFLOW,20100118,0800,1956, ,CFS
NML,H,76,INFLOW,20100118,0900,-2890, ,CFS
NML,H,76,INFLOW,20100118,1000,1958, ,CFS
NML,H,76,INFLOW,20100118,1100,19, ,CFS
NML,H,76,INFLOW,20100118,1200,6811, ,CFS
NML,H,76,INFLOW,20100118,1300,-1919, ,CFS
NML,H,76,INFLOW,20100118,1400,1960, ,CFS
NML,H,76,INFLOW,20100118,1500,4870, ,CFS
NML,H,76,INFLOW,20100118,1600,3902, ,CFS
NML,H,76,INFLOW,20100118,1700,7779, ,CFS
NML,H,76,INFLOW,20100118,1800,-3861, ,CFS
NML,H,76,INFLOW,20100118,1900,9722, ,CFS
NML,H,76,INFLOW,20100118,2000,990, ,CFS
NML,H,76,INFLOW,20100118,2100,2934, ,CFS
NML,H,76,INFLOW,20100118,2200,3915, ,CFS
NML,H,76,INFLOW,20100118,2300,1965, ,CFS
NML,H,76,INFLOW,20100119,0000,1968, ,CFS
NML,H,76,INFLOW,20100119,0100,1965, ,CFS
NML,H,76,INFLOW,20100119,0200,4889, ,CFS
NML,H,76,INFLOW,20100119,0300,994, ,CFS
NML,H,76,INFLOW,20100119,0400,-1930, ,CFS
NML,H,76,INFLOW,20100119,0500,1966, ,CFS
NML,H,76,INFLOW,20100119,0600,2938, ,CFS
NML,H,76,INFLOW,20100119,0700,-953, ,CFS
NML,H,76,INFLOW,20100119,0800,4891, ,CFS
NML,H,76,INFLOW,20100119,0900,13, ,CFS
NML,H,76,INFLOW,20100119,1000,-1937, ,CFS
NML,H,76,INFLOW,20100119,1100,6829, ,CFS
NML,H,76,INFLOW,20100119,1200,1959, ,CFS
NML,H,76,INFLOW,20100119,1300,4882, ,CFS
NML,H,76,INFLOW,20100119,1400,-1936, ,CFS
NML,H,76,INFLOW,20100119,1500,1958, ,CFS
NML,H,76,INFLOW,20100119,1600,8, ,CFS
NML,H,76,INFLOW,20100119,1700,5, ,CFS
NML,H,76,INFLOW,20100119,1800,3902, ,CFS
NML,H,76,INFLOW,20100119,1900,2928, ,CFS
NML,H,76,INFLOW,20100119,2000,6824, ,CFS
NML,H,76,INFLOW,20100119,2100,1959, ,CFS
NML,H,76,INFLOW,20100119,2200,2930, ,CFS
NML,H,76,INFLOW,20100119,2300,8, ,CFS
NML,H,76,INFLOW,20100120,0000,1958, ,CFS
NML,H,76,INFLOW,20100120,0100,1956, ,CFS
NML,H,76,INFLOW,20100120,0200,982, ,CFS
NML,H,76,INFLOW,20100120,0300,1955, ,CFS
