date,DELTA,INFLOW,flow_Folsom,flow_Keswick,flow_New Melones,flow_Nimbus,flow_Pine Flat,flow_Shasta,spill_Folsom,spill_Keswick,spill_New Melones,spill_Nimbus,spill_Pine Flat,spill_Shasta,stor_Folsom,stor_Keswick,stor_New Melones,stor_Nimbus,stor_Pine Flat,stor_Shasta
2014-03-31 00:00:00,-740780.350541,9.17140238935e-09,-6925446.1086,-741236.312614,-1176097.53013,-741688.930152,-926066.529531,-5659648.42866,-64351061.4092,-58163558.7155,-58619998.7988,-58249603.6028,-58369386.2724,-63108917.2231,-11843547.9965,-5658733.40867,-6094198.19232,-5659336.77911,-5844164.8666,-10577297.7865
2014-04-30 00:00:00,-804666.690886,1.0838422363e-08,-6731160.91226,-805574.738319,-1299479.33877,-805575.392996,-805577.886343,-5909033.64741,-63907408.0939,-57998940.6717,-58507515.1364,-58018746.8076,-58014921.9087,-63088459.9688,-11152067.7332,-5226027.27858,-5720385.04919,-5226028.09763,-5226031.21305,-10329939.8129
2014-05-31 00:00:00,-912203.187232,1.48561897797e-08,-7046192.70533,-913112.029149,-1688294.59148,-913112.127566,-913112.855826,-6476116.64674,-63828912.8613,-57884872.5562,-58518796.8265,-57847063.1091,-57751003.4708,-63266186.5608,-10690888.8016,-4557353.82775,-5332989.95472,-4557353.9508,-4557354.8612,-10120812.6446
2014-06-30 00:00:00,-1.14449236131e-07,2.10422974022e-08,-6449317.19715,-908.998990792,-1059195.80794,-909.052939893,-2.28898472248e-07,-6057771.63349,-63348295.293,-57240669.5807,-57992406.8458,-57191742.7817,-56965500.9095,-62963588.3914,-10321812.1872,-3872949.71326,-4931690.33567,-3872949.78071,-3871586.18945,-9930266.5662
2014-07-31 00:00:00,-4.39420653211e-08,1.82879590157e-08,-5371042.46238,-907.664265112,-2.50644979454e-07,-908.18116433,-9.97475805942e-08,-5130513.43563,-62662378.3834,-57413326.9733,-57337409.4254,-57405330.6049,-57337950.4926,-62433286.6606,-9994486.88756,-4623898.26107,-4622536.40629,-4623898.90744,-4622536.40629,-9753957.3382
2014-08-31 00:00:00,-1.115507049e-08,2.23875141452e-08,-4900864.01053,-2.36345040063e-08,-2.42905240129e-07,-901.473174493,-2.03518365837e-07,-4794687.26725,-62899135.1699,-57443626.1296,-57423901.7625,-57451282.9245,-57423578.488,-62136817.8264,-9696452.73175,-4794687.26725,-4794687.26725,-4796041.37489,-4794687.26725,-9589374.53449
2014-09-30 00:00:00,-6.90330522095e-09,2.70370934688e-08,-4717702.29757,-1.41542395044e-08,-2.66653920094e-07,-759.061498692,-3.30001292312e-07,-4695814.32824,-62073233.3144,-57394196.9085,-57374888.3555,-57392853.3208,-57374872.4783,-61977699.9864,-9414276.45532,-4695814.32824,-4695814.32824,-4696995.8269,-4695814.32824,-9391628.65648
2014-10-31 00:00:00,-1.56949027605e-07,2.68826965199e-08,-4762782.28344,-907.107374404,-3.82666715948e-07,-907.254041522,-6.72098975044e-07,-4735080.34841,-61934960.4019,-57277531.0825,-57209124.9561,-57275820.4637,-57209485.8443,-61908752.7597,-9127311.71651,-4364983.5393,-4363622.3809,-4364983.72271,-4363622.3809,-9099609.62675
2014-11-30 00:00:00,-5.47758995292e-09,2.58861835675e-08,-4415450.87282,-1.68649578542e-08,-4.41375953949e-08,-2.04411045428e-08,-4.9336061725e-07,-4415450.87282,-61598699.2768,-57253839.7116,-57236368.5484,-57253742.7015,-57235941.862,-61577716.2448,-8830901.74564,-4415450.87282,-4415450.87282,-4415450.87282,-4415450.87282,-8830901.74564
2014-12-31 00:00:00,-3.93862632587e-07,6.31062593087e-09,-4617712.46066,-908.635069843,-359650.898751,-908.479078721,-7.87725265005e-07,-4814063.04625,-61442866.1399,-57018733.7135,-57213934.3089,-56990674.7035,-56873987.2983,-61643140.7302,-8305491.25684,-3688233.63014,-4047428.30704,-3688233.43508,-3686870.56136,-8501841.99668
2015-01-31 00:00:00,-5.36213974022e-07,1.63266300089e-08,-4417746.71037,-908.633678055,-115364.732785,-908.383470321,-1.07242794773e-06,-4731668.69814,-61174987.5498,-56937977.6369,-56913546.6287,-56902526.3335,-56805501.5127,-61497425.9725,-7968443.92403,-3551152.11005,-3666056.40071,-3551151.79717,-3549789.043,-8282366.16406
2015-02-28 00:00:00,-1.84978917636e-07,6.87981405775e-09,-4792611.38348,-909.076026595,-397567.34264,-908.995886544,-3.69957835233e-07,-5217232.28238,-61200393.482,-56727265.2829,-56846081.3468,-56660912.2967,-56468924.1517,-61605318.688,-7667024.41112,-2874867.95691,-3271978.73912,-2874867.85671,-2873504.33676,-8091645.38787
2015-03-31 00:00:00,-1.04080091252e-07,1.80498156382e-08,-4449795.61472,-909.013489865,-2.94385968629e-07,-908.864634727,-3.3379157499e-07,-5030774.53335,-60884659.1175,-56707025.0252,-56491067.8991,-56642948.6751,-56491676.9815,-61442033.269,-7369976.70852,-2920636.05392,-2919272.51196,-2920635.86781,-2919272.51196,-7950955.77535
2015-04-30 00:00:00,-1.13759791981e-07,2.00843532989e-08,-3922887.36467,-908.847791644,-3.64956542685e-07,-908.342323658,-3.21681231544e-07,-4696716.92118,-60468991.6436,-56748389.6196,-56593804.6219,-56688436.249,-56593613.5961,-61104984.9925,-7046662.3564,-3124230.23649,-3122866.9017,-3124229.60443,-3122866.9017,-7820492.41954
2015-05-31 00:00:00,-7.73950684016e-08,2.04255197481e-08,-3700092.73468,-908.932502507,-3.14528632216e-07,-908.256455426,-1.92288904622e-07,-4704755.4575,-60184863.505,-56721585.2593,-56526619.6342,-56638232.8163,-56527257.0386,-61292557.0054,-6691550.47517,-2991913.22268,-2990549.78198,-2991912.37733,-2990549.78198,-7696213.87901
2015-06-30 00:00:00,-4.2480422858e-08,2.1620269728e-08,-3680053.11923,-905.450929638,-3.05722029745e-07,-1.26627265225e-07,-1.69747750715e-07,-3893881.72487,-60507630.1759,-56910285.0785,-56871056.5526,-56885373.4363,-56870760.9391,-109415290.05,-7360106.23846,-3681412.20581,-3680053.11923,-3680053.11923,-3680053.11923,-7574840.12009
2015-07-31 00:00:00,-1.27162783235e-07,2.69287470317e-08,-3547212.31054,-907.880660753,-4.08996991263e-07,-900.8025773,-3.58872179939e-07,-4002684.07504,-60279285.7061,-56840534.3779,-56755411.1026,-56786062.7572,-56755950.8871,-49593058.4163,-6998716.56322,-3451965.84312,-3450603.7177,-3451956.98373,-3450603.7177,-7454195.42066
2015-08-31 00:00:00,-3.70515290102e-09,2.88552010703e-08,-3666298.17048,-7.58268734275e-09,-3.03173000739e-07,-1.52380253826e-07,-5.20977605309e-07,-3666298.17048,-60488078.5597,-56878751.6334,-56864224.6324,-56878811.3886,-56864132.2659,-59218039.7566,-7332596.34097,-3666298.17048,-3666298.17048,-3666298.17048,-3666298.17048,-7332596.34097
2015-09-30 00:00:00,-8.60555388278e-08,2.92068079296e-08,-3542311.4595,-897.080731522,-3.23647835639e-07,-2.6639013449e-07,-6.21885385043e-07,-3608581.07462,-60301788.7379,-56825895.788,-56801667.4294,-56981089.4787,-56807420.8528,-60455400.8786,-7084622.91899,-3543660.02198,-3542311.4595,-3542311.4595,-3542311.4595,-7151789.28806
2015-10-31 00:00:00,-2.85222382522e-09,2.90770734634e-08,-3491317.61526,-6.89210315702e-09,-6.56023587027e-08,-1.4580056014e-08,-5.38197085765e-07,-3491317.61526,-60183413.4145,-56791090.1877,-56776723.2296,-56790918.3303,-56776873.7093,-60219353.008,-6982635.23053,-3491317.61526,-3491317.61526,-3491317.61526,-3491317.61527,-6982635.23053
2015-11-30 00:00:00,-3.78459251687e-07,2.42173707903e-08,-3452981.39583,-908.068282908,-88428.8104338,-907.558796801,-7.56918503219e-07,-3621357.82277,-59949711.9444,-56628724.4046,-56616016.4624,-56608381.4098,-56535315.1268,-60108060.7986,-6461097.06596,-3008570.76101,-3096538.52535,-3008570.12392,-3007208.40096,-6629474.00143
2015-12-31 00:00:00,-6.61213360992e-08,1.31394287317e-08,-3014311.36605,-907.245665695,-1.53479572433e-07,-894.321486858,-3.38112227443e-07,-3343539.19651,-59501923.7804,-56575716.9512,-56511736.9825,-56532841.9756,-56511726.4797,-59827520.3733,-5974387.43895,-2960543.38578,-2959182.05439,-2960527.19564,-2959182.05439,-6303628.22324
2016-01-31 00:00:00,-5.52086025775e-09,5.01281353041e-09,-2808067.21413,-912.210437172,-2.3954968972e-08,-1.52413966837e-08,-4.7172032572e-08,-3210568.99115,-59210747.4783,-56501111.1771,-56436115.3085,-56448863.9958,-56436250.8268,-59624254.9839,-5616134.42826,-2809434.75063,-2808067.21413,-2808067.21413,-2808067.21413,-6019543.27482
2016-03-31 00:00:00,-336912.596341,2.87023725019e-09,-2545804.02645,-337816.832853,-686104.891364,-337820.170055,-337827.953979,-4054782.05467,-58429811.7528,-57003416.5269,-56595651.7282,-56232764.304,-56248146.2726,-59788821.344,-4327917.4622,-2119476.40318,-2468217.93045,-2119480.57631,-2119490.32482,-5836896.98187
2016-04-30 00:00:00,-2.38299693324e-08,6.44858035216e-09,-2018269.7317,-909.049393797,-69790.6768181,-7.92692185395e-08,-6.56251527995e-08,-3695626.81691,-58033217.0881,-56259639.4528,-56105095.1319,-56054018.5421,-56043096.7193,-59682772.158,-4036539.46341,-2019633.31856,-2088960.95688,-2018269.7317,-2018269.7317,-5714805.1777
2016-05-31 00:00:00,-1.11661123278e-08,7.55412289065e-09,-2272514.52272,-908.699748568,-6.50167288451e-08,-3.75230303438e-08,-4.1426880865e-08,-3312468.59472,-58411532.368,-56318248.646,-56169721.0564,-56181151.3244,-56169750.0437,-59316913.875,-4545029.04545,-2273877.6724,-2272514.52272,-2272514.52272,-2272514.52272,-5585891.44534
2016-06-30 00:00:00,-9.51466235372e-09,9.4251857813e-09,-2820932.07631,-3.77121779707e-08,-8.06090261104e-08,-5.66915479936e-08,-3.86062600035e-08,-2820932.07631,-59228904.7766,-56454864.1612,-56442711.5524,-56455206.5935,-56442721.5622,-59228773.5263,-5641864.15262,-2820932.07631,-2820932.07631,-2820932.07631,-2820932.07631,-5641864.15262
2016-07-31 00:00:00,-1.65177965732e-08,1.62499839442e-08,-3417659.50704,-5.16315070086e-08,-1.57542954602e-07,-9.0291584694e-08,-1.04114362024e-07,-3417659.50704,-60117846.9635,-56753962.7243,-56740112.1264,-56753957.2033,-56740007.7409,-60118338.9141,-6835319.01408,-3417659.50704,-3417659.50704,-3417659.50704,-3417659.50704,-6835319.01408
2016-08-31 00:00:00,-1.92624162016e-08,1.88991877179e-08,-3486745.96623,-5.53265129102e-08,-1.74123564598e-07,-1.01769325876e-07,-1.97561215268e-07,-3486745.96623,-60219743.6902,-56788179.5939,-56774077.0197,-56788244.6811,-56774091.348,-60219667.1568,-6973491.93247,-3486745.96623,-3486745.96623,-3486745.96623,-3486745.96623,-6973491.93247
2016-09-30 00:00:00,-6.73516121248e-09,2.05821601384e-08,-3599692.80582,-1.45491793417e-08,-1.83471968595e-07,-1.08722787665e-07,-2.05298880968e-07,-3599692.80582,-60388703.2106,-56845298.9239,-56830872.8363,-56845428.8289,-56830730.3001,-60380252.7394,-7199385.61164,-3599692.80582,-3599692.80582,-3599692.80582,-3599692.80582,-7199385.61164
2016-10-31 00:00:00,-1.84228289893e-08,1.38769550726e-08,-3463442.93948,-903.845419551,-1.08463083583e-07,-4.45536262775e-08,-2.22283323479e-07,-3613907.97366,-60184102.8475,-56799678.5595,-56762135.0474,-56776345.4422,-56762562.1093,-60188190.8443,-6926885.87896,-3464800.01735,-3463442.93948,-3463442.93948,-3463442.93948,-7078254.52921
2016-11-30 00:00:00,-2.59155649531e-07,1.12615736143e-08,-3669066.28278,-908.634919568,-99453.6331922,-908.274838765,-5.18311298989e-07,-3992948.89862,-60137064.7935,-56674409.4842,-56601603.1668,-56627871.1105,-56511213.3914,-60444426.7039,-6629157.70746,-2960546.5342,-3059538.97061,-2960546.08394,-2959183.4656,-6953040.68729
